,DIVERSIDADE (DI),DI RELATIVO,FRAC Its,VELOC FOBJ,VELOC X,NP,Fo,CRo,fmin,fmax,AD_fmin,AD_fmax,DELTA FOBJ,DELTA VX,r_fitness,F,CR
0,19.47976136169521,1.0810767689394458,0.2,2.0,2.0,100.0,0.7985578191268431,0.5318547502148676,0.14635324581079848,231.984278466792,0.11721464174762555,0.017040125356198713,2.0,2.0,0.999369124292482,0.6185028820042524,0.9661385841475161
1,19.667581878932904,1.091500325683582,0.3,2.0,2.0,100.0,0.6185028820042524,0.9661385841475161,0.004995153184503306,90.5684051251502,0.004000629352306892,0.0066525929551923,0.0,0.0,0.9999448466252928,0.6279842630299128,0.9444410531462418
2,19.957668417102614,1.1075993841666092,0.4,0.0,0.0,100.0,0.6279842630299128,0.9444410531462418,0.004995153184503306,84.8740648933521,0.004000629352306892,0.006234322061957717,-2.0,-2.0,0.999941146294916,0.8947929587961396,0.5710469765531292
3,20.61740406280165,1.1442130195681686,0.5,0.0,0.0,100.0,0.8947929587961396,0.5710469765531292,0.004995153184503306,3.5585975362126496,0.004000629352306892,0.0002613924896553012,0.0,0.0,0.9985963141002396,0.9015444257688364,0.8525540438376379
4,19.455278209209997,1.0797180168022549,0.6,2.0,2.0,100.0,0.9015444257688364,0.8525540438376379,3.0050430954096307e-05,0.14492591462779236,2.4067457329916384e-05,1.0645358249881772e-05,2.0,2.0,0.9997926497063602,0.6072768936021853,0.9623155489892616
5,19.2746281021333,1.069692399422205,0.7,0.0,0.0,100.0,0.6072768936021853,0.9623155489892616,3.0050430954096307e-05,0.00806969216454315,2.4067457329916384e-05,5.927495043136461e-07,-2.0,-2.0,0.9962761366429648,0.5898711983969553,0.737669644853638
6,21.15466381497211,1.1740295571618864,0.8,2.0,2.0,100.0,0.5898711983969553,0.737669644853638,1.7951920594739336e-07,0.0006500262146372037,1.4377733336467862e-07,4.7746891536957584e-08,2.0,2.0,0.99972382774432,0.7449102565454045,0.925581690527239
7,20.464333163775876,1.1357179774644781,0.9,2.0,2.0,100.0,0.7449102565454045,0.925581690527239,1.578060259047963e-10,9.357415332474724e-07,1.2638719892799556e-10,6.873376563671331e-11,0.0,0.0,0.9998313572495204,0.5851481944956566,0.9823319210595344
8,20.060092720983466,1.1132836702029931,1.0,2.0,2.0,100.0,0.5851481944956566,0.9823319210595344,2.5513356959124156e-11,4.7771597525533055e-09,2.0433704624556912e-11,3.509005074313614e-13,0.0,0.0,0.9946593042140808,0.5563835042078028,0.959422265537258
9,2.5468135667999494,0.2735666111764664,0.2,2.0,2.0,100.0,0.30535963695252183,0.12093915561185226,1.70452083478242,23.31323985574665,0.15490264027821346,0.2638833994077953,2.0,2.0,0.9268861451548848,0.15445753878433294,0.4340053769475705
10,1.4233054278119408,0.15288470566961132,0.3,2.0,2.0,100.0,0.15445753878433294,0.4340053769475705,0.4935159460839028,7.575745982276268,0.04484950932122536,0.08575014091661019,0.0,0.0,0.9348557954241732,0.3302666898423128,0.22807066986093705
11,0.7860340316444769,0.08443204053469122,0.4,2.0,2.0,100.0,0.3302666898423128,0.22807066986093705,0.10767594758747352,2.2986427899776314,0.00978532396636106,0.0260184203138114,0.0,0.0,0.953156728806688,0.2615620994804523,0.23051513191637246
12,0.30505608778344645,0.0327676753577712,0.5,2.0,2.0,100.0,0.2615620994804523,0.23051513191637246,0.016781606615419494,0.7806325134652209,0.0015250709289045669,0.00883600746254393,0.0,0.0,0.9785025523201356,0.3010879767868227,0.47674649564481
13,0.17641597017488986,0.01894976520750727,0.6,1.0,1.0,100.0,0.3010879767868227,0.47674649564481,0.01147791644185565,0.08308113061287023,0.001043084675443766,0.0009403983019272672,-1.0,-1.0,0.8618468916204471,0.4500797643195917,0.3005031164728735
14,0.07534821329382163,0.0080935470258595,0.7,2.0,1.0,100.0,0.4500797643195917,0.3005031164728735,0.0016376973816351426,0.013987384388600895,0.00014882989002852696,0.00015832370636283312,1.0,0.0,0.8829161095358333,0.3205997878963483,0.4962288578295192
15,0.04154024123157688,0.004462055318581568,0.8,2.0,1.0,100.0,0.3205997878963483,0.4962288578295192,0.0003858341167499948,0.004041012307948868,3.506365083628667e-05,4.574036347879953e-05,0.0,0.0,0.9045204301924444,0.35923710998077424,0.3055030327197165
16,0.02673663601274164,0.002871922391027112,0.9,2.0,1.0,100.0,0.35923710998077424,0.3055030327197165,0.00014173038861391694,0.0022771218360303227,1.2880107392031634e-05,2.5774823862985426e-05,0.0,0.0,0.93775897873739,0.2591681181313378,0.14925865316288506
17,0.011207436492605314,0.00120384957156871,1.0,2.0,1.0,100.0,0.2591681181313378,0.14925865316288506,2.48664351255136e-05,0.0002764776879065538,2.259800160049468e-06,3.129460881311397e-06,0.0,0.0,0.9100598847096908,0.2950970189757653,0.3581612417549679
18,6.7318682541848025,0.7164180386468771,0.2,0.0,0.0,100.0,0.5294720250652235,0.3287003634418601,59.995683960306785,152.84193088151468,1.0,0.8111632047709934,0.0,0.0,0.6074658072278849,0.9331882441217898,0.4531862205813965
19,6.062488260475316,0.6451813649486512,0.3,1.0,2.0,100.0,0.9331882441217898,0.4531862205813965,36.32775035712672,134.36398841122738,0.6055060624221101,0.7130970069329686,1.0,2.0,0.7296317950465723,0.8756545585672859,0.15274738420922215
20,5.289027755515137,0.5628682481418968,0.4,1.0,2.0,100.0,0.8756545585672859,0.15274738420922215,31.40788120540949,126.55303566161535,0.5235023443717882,0.6716426924778482,0.0,0.0,0.7518204044556492,0.7802422778187171,0.08548241403591582
21,5.038099886897066,0.5361640339936998,0.5,0.0,0.0,100.0,0.7802422778187171,0.08548241403591582,31.40788120540949,107.28937988208578,0.5235023443717882,0.5694065543473901,-1.0,-2.0,0.7072601105540204,0.7662762060859616,0.4996953000747468
22,4.5611783180708025,0.4854091466391377,0.6,1.0,2.0,100.0,0.7662762060859616,0.4996953000747468,23.695827586359968,94.58249202699228,0.3949588707420546,0.5019685167895312,1.0,2.0,0.7494691979611029,0.959341417008926,0.3675216528447304
23,4.237013987653442,0.4509109709428864,0.7,0.0,0.0,100.0,0.959341417008926,0.3675216528447304,23.695827586359968,75.49931553177603,0.3949588707420546,0.40069021891805184,-1.0,-2.0,0.6861451336418155,0.7080191715610009,0.17973075210706888
24,3.927854178679117,0.4180096045449115,0.8,1.0,2.0,100.0,0.7080191715610009,0.17973075210706888,19.32925154894568,66.16213057838968,0.3221773679875694,0.3511358798263805,1.0,2.0,0.7078502251972651,0.6588620887968093,0.08500085066512998
25,3.705216778863805,0.3943161151178162,0.9,1.0,2.0,100.0,0.6588620887968093,0.08500085066512998,14.27489726600932,66.16213057838968,0.23793206983778376,0.3511358798263805,0.0,0.0,0.7842436883271731,0.6949343335258761,0.1743304933768251
26,3.5249106327455384,0.37512759706003546,1.0,1.0,2.0,100.0,0.6949343335258761,0.1743304933768251,11.831835629676945,53.05455887421078,0.1972114467018144,0.28157133160976755,0.0,0.0,0.7769873903253153,0.9867988556819446,0.29513929590273913
27,1190.2358035123011,1.2670073076657338,0.2,1.0,2.0,100.0,0.947197191098774,0.3599867309683453,1621.6306140736442,3723.6169557787202,0.7603793109765784,0.9714601867695096,1.0,2.0,0.5645012273464329,0.6670592165205713,0.05432488091850518
28,1215.334992094691,1.2937254212164486,0.3,1.0,2.0,100.0,0.6670592165205713,0.05432488091850518,1488.242704352595,3398.219518004882,0.6978339902321026,0.8865667459488803,0.0,0.0,0.5620522169131815,0.7937507496384594,0.23581756260592346
29,1228.1051802922964,1.3073193004451584,0.4,1.0,2.0,100.0,0.7937507496384594,0.23581756260592346,1298.2895628788392,2981.67202240703,0.6087653468689774,0.7778930255642242,0.0,0.0,0.5645766693578986,0.6177081837954878,0.3755776722336761
30,1242.7341063324525,1.3228918081293368,0.5,0.0,0.0,100.0,0.6177081837954878,0.3755776722336761,1298.2895628788392,2567.9468961158464,0.6087653468689774,0.6699556374732359,-1.0,-2.0,0.4944250736483025,0.7283182103517296,0.4718631639860928
31,1271.2846134542613,1.353283854019864,0.6,1.0,2.0,100.0,0.7283182103517296,0.4718631639860928,992.2726832701503,2420.998972188354,0.4652746517349437,0.6316181663210402,1.0,2.0,0.5901391555019002,0.6715978158433188,0.332030725206283
32,1291.6937310754624,1.3750093819301863,0.7,1.0,2.0,100.0,0.6715978158433188,0.332030725206283,961.1766181025464,2137.274659330969,0.4506937697504649,0.5575968915140981,0.0,0.0,0.5502793176786069,0.6242856792267697,0.03867842579938102
33,1295.3289181191412,1.3788790424928088,0.8,1.0,2.0,100.0,0.6242856792267697,0.03867842579938102,629.641523382435,2084.4349414921667,0.2952376352275973,0.5438114558019557,0.0,0.0,0.6979317939605738,0.9896255993278232,0.36459758047278623
34,1287.188779347055,1.3702138559144756,0.9,1.0,2.0,100.0,0.9896255993278232,0.36459758047278623,588.8852913016149,2030.0405337867471,0.276127120540306,0.5296204146459318,0.0,0.0,0.7099145157446021,0.5406370220766126,0.3004029062634635
35,1239.709526331598,1.3196721394280644,1.0,1.0,2.0,100.0,0.5406370220766126,0.3004029062634635,501.5941345314682,1786.316020643723,0.2351964739040195,0.4660347494526348,0.0,0.0,0.7192019056344174,0.7752957572826753,0.07298829608869245
36,0.8178975637016224,0.4462367051416452,0.2,2.0,2.0,100.0,0.3178238909702775,0.05972714916744126,0.00045052636245970095,1.3131432748779963,0.0503937982354457,0.5713174977509078,2.0,2.0,0.9996569099723702,0.1906569371340245,0.2446052748156649
37,0.5633037132694267,0.3073328545762783,0.3,2.0,2.0,100.0,0.1906569371340245,0.2446052748156649,2.376356928976284e-05,0.9794101652987952,0.002658083113281657,0.4261181362424436,0.0,0.0,0.9999757368565982,0.4738738996334762,0.16598203653958032
38,0.3389566715557089,0.1849313593945094,0.4,2.0,2.0,100.0,0.4738738996334762,0.16598203653958032,3.974250858504928e-06,0.006033405946895404,0.00044454134671965793,0.002624991845475496,0.0,0.0,0.9993412923159016,0.2714107286653299,0.2562632381632141
39,0.24032934315658694,0.13112127850545208,0.5,2.0,2.0,100.0,0.2714107286653299,0.2562632381632141,3.050617111174134e-07,0.002598271191268695,3.4122794136793424e-05,0.0011304461774072744,0.0,0.0,0.9998825905039695,0.4055136462738512,0.04993907764049188
40,0.2160884917215609,0.11789571316052293,0.6,2.0,2.0,100.0,0.4055136462738512,0.04993907764049188,1.251710593409959e-07,1.9507530116029112e-05,1.4001056619436734e-05,8.487263733065003e-06,0.0,0.0,0.9935834491298238,0.4814722687726932,0.4607642912937909
41,0.1754085563904004,0.0957011485681107,0.7,2.0,2.0,100.0,0.4814722687726932,0.4607642912937909,6.552799851788526e-09,1.8451172521690147e-05,7.329659285761047e-07,8.027667595252867e-06,0.0,0.0,0.9996448572661664,0.4576316364410633,0.2177123834858552
42,0.11778309122214098,0.06426127290377913,0.8,2.0,1.0,100.0,0.4576316364410633,0.2177123834858552,2.812334784315364e-10,4.978426690480399e-06,3.145747807465788e-08,2.1659953898068385e-06,0.0,-1.0,0.9999435095671954,0.1414405452068318,0.27348650851701906
43,0.07894661991300357,0.04307248378710219,0.9,2.0,1.0,100.0,0.1414405452068318,0.27348650851701906,1.6461125031430232e-12,3.645697734416519e-07,1.8412654234779457e-10,1.5861566266457214e-07,0.0,0.0,0.9999954847806288,0.02642331346547269,0.19590657773674186
44,0.05377861093142262,0.029341070586545007,1.0,2.0,1.0,100.0,0.02642331346547269,0.19590657773674186,3.345382129426783e-13,1.8401526549071642e-10,3.7419899499416936e-11,8.006067809919122e-11,0.0,0.0,0.9981820083673464,0.2566956839878713,0.4383158800942741
45,72.67441152059463,1.2545243428138084,0.2,0.0,0.0,100.0,0.8138485574264878,0.7302556021482179,17.856831982774832,20.7318270008252,1.0,0.992916129655428,0.0,0.0,0.13867542971181135,0.6467629502210859,0.4174731397578705
46,69.0814208132644,1.1925012151195138,0.3,1.0,2.0,100.0,0.6467629502210859,0.4174731397578705,16.381650638308553,20.629018728750427,0.9173884065275816,0.9879922996620086,1.0,2.0,0.20589288062075206,0.18382885041984925,0.4513237713347011
47,24.23964129244026,0.4184309088464191,0.4,1.0,2.0,100.0,0.18382885041984925,0.4513237713347011,12.276081749682715,19.509545037741656,0.6874725461674581,0.9343769822814776,0.0,0.0,0.37076534968220143,0.3209318524902809,0.972018116086636
48,11.084932446987667,0.19135094873457445,0.5,1.0,2.0,100.0,0.3209318524902809,0.972018116086636,8.436345748188124,14.35232221308028,0.4724435866522149,0.6873804331288348,0.0,0.0,0.4121964638935232,0.2881070693852524,0.4077644331236331
49,8.20205749752149,0.1415860214964838,0.6,1.0,2.0,100.0,0.2881070693852524,0.4077644331236331,5.467861558997544,12.65633912237453,0.3062055780259336,0.606154163667992,0.0,0.0,0.5679744745989639,0.7419372303296256,0.20040199893609845
50,2.391752759343404,0.041287049950698346,0.7,1.0,2.0,100.0,0.7419372303296256,0.20040199893609845,2.9125747178842687,5.357272109863704,0.16310702372592267,0.2565775745970247,0.0,0.0,0.4563325031555343,0.008619902862623374,0.6950693929309334
51,0.808503934354943,0.013956602409110428,0.8,2.0,2.0,100.0,0.008619902862623374,0.6950693929309334,0.9714598691708684,3.0048496187054394,0.054402699768243565,0.1439122395475728,1.0,0.0,0.67670266654163,0.26097485533416626,0.8074987372254666
52,0.2205439369271344,0.003807086039584617,0.9,2.0,2.0,100.0,0.26097485533416626,0.8074987372254666,0.2335567373597276,0.932256316014922,0.01307940499104335,0.04464885478291517,0.0,0.0,0.7494715419487818,0.2352537082359331,0.777603078546942
53,0.1524046750021706,0.002630848612990403,1.0,1.0,1.0,100.0,0.2352537082359331,0.777603078546942,0.12158996059063698,0.5354486649997523,0.0068091563334373,0.02564441696622097,-1.0,-1.0,0.7729194812901565,0.7254096168410427,0.33691384502400823
54,2.069541460758696,0.726202725696499,0.2,2.0,2.0,100.0,0.3298873781498361,0.1693412301913466,-6.3888989594135674,-1.8874516105335424,0.15652149241248753,0.5298149072639383,2.0,2.0,0.7045732570629368,0.12108980978437099,0.4937303188863658
55,1.8751714765574148,0.6579982393419183,0.3,2.0,0.0,100.0,0.12108980978437099,0.4937303188863658,-6.3888989594135674,-2.8097452633893774,0.15652149241248753,0.35590415011277804,0.0,-2.0,0.5602144780753768,0.5188675529389872,0.044994880035798164
56,1.5884699721708129,0.5573945945758406,0.4,2.0,2.0,100.0,0.5188675529389872,0.044994880035798164,-7.040410533581832,-3.9820581865101095,0.1420371717288547,0.25112641582879625,0.0,2.0,0.4343997175283719,0.08034443211736825,0.19812465240607674
57,1.6561896942292502,0.5811574655667014,0.5,2.0,0.0,100.0,0.08034443211736825,0.19812465240607674,-7.040410533581832,-4.1775932815748735,0.1420371717288547,0.2393722731244481,0.0,-2.0,0.4066264656516401,0.7881161480757378,0.9081844136915744
58,1.6357407788723226,0.5739819349714875,0.6,2.0,2.0,100.0,0.7881161480757378,0.9081844136915744,-7.261748480322161,-4.501133998357535,0.13770788160865027,0.22216623641173544,0.0,2.0,0.38015837224951,0.8591392831225996,0.24300028985497946
59,1.6453096977428106,0.5773396715027331,0.7,2.0,0.0,100.0,0.8591392831225996,0.24300028985497946,-7.261748480322161,-4.996445388112728,0.13770788160865027,0.2001422856295289,0.0,-2.0,0.31195009002968577,0.5362839488048298,0.8044502667843741
60,1.5777577376795815,0.5536356682468265,0.8,2.0,2.0,100.0,0.5362839488048298,0.8044502667843741,-7.963146911950282,-5.208583138957778,0.12557849441397362,0.1919907916071197,0.0,2.0,0.3459139713796736,0.4448749219262402,0.6519373873472506
61,1.5783874966121436,0.5538566508470932,0.9,2.0,0.0,100.0,0.4448749219262402,0.6519373873472506,-7.963146911950282,-5.208583138957778,0.12557849441397362,0.1919907916071197,0.0,-2.0,0.3459139713796736,0.7631366396408227,0.6730506252289374
62,1.5563945117641125,0.5461393057995643,1.0,2.0,1.0,100.0,0.7631366396408227,0.6730506252289374,-8.001454070257518,-5.922765041978503,0.1249772842810077,0.16884005914675787,0.0,1.0,0.2597889096190382,0.8985443840333653,0.2837560905751306
